accessories,accommodation,alcohol,audio_equipment,beverages,books,cameras,car_rentals,clothing,coffee_shops,dairy_products,desktops,electronics,fast_food,food_delivery,fruits,groceries,gym_memberships,jewelry,laptops,magazines,meat,movies,music,outdoor_activities,public_transportation,restaurant_meals,seafood,shoes,smartphones,snacks,software,sports_equipment,streaming_services,tablets,travel,vegetables,video_games,watches,income
-0.14,70.18,38.35,138.77,57.14,34.43,94.63,52.34,0.91,39.82,95.37,94.46,232.55,76.45,57.71,75.8,115.38,53.28,-0.67,138.49,34.99,95.41,53.74,52.09,52.72,51.09,76.97,76.56,1.29,187.14,57.41,93.15,35.07,70.2,141.27,68.63,76.25,184.32,0.68,1038.07
20.22,99.32,29.9,26.74,44.69,49.79,17.82,72.92,32.36,31.15,75.98,18.89,44.49,62.76,45.87,60.11,91.28,73.55,13.44,27.53,47.69,75.9,75.12,71.66,73.32,73.09,61.4,58.83,25.01,35.54,44.59,19.15,47.17,97.88,25.96,97.55,61.48,36.72,13.43,343.43
5.75,77.81,31.16,118.56,49.68,36.57,80.53,57.11,8.42,31.42,81.55,79.51,197.59,65.48,49.65,65.42,99.95,56.02,5.5,117.3,38.45,82.93,56.2,56.34,58.53,55.64,65.2,65.3,7.99,158.88,49.66,79.69,37.66,75.12,118.03,75.15,66.85,157.59,5.15,914.3
19.58,54.9,28.91,18.3,41.6,25.66,10.51,38.78,35.16,28.58,73.5,11.84,28.81,58.06,42.2,57.43,88,38.97,14.28,18.07,26.18,72.26,38.56,39.02,40.54,40.85,57.47,58.09,27.11,24.08,43.72,11.42,25.69,52.88,16.94,50.62,58.38,21.77,13.56,239.49
30.39,16.03,52.67,46.42,77.36,10.53,29.44,14.29,45.83,51.97,129.06,29.39,74.02,102.56,76.75,103.11,154.4,12.38,19.79,45.59,8.67,128.88,12.83,13.3,14.19,13.54,101.21,103.69,40.16,57.79,75.47,31.18,8.31,17.92,44.1,18.47,101.47,61.36,18.7,427.37
43.77,54.86,58.17,33.9,88.67,26.79,22.13,40.08,74.54,59.55,148.12,20.55,55.73,117.28,89.07,118.98,176.57,42.2,30.54,33.79,26.4,148.74,40.84,41.6,43.3,41.46,120.25,119.34,58.67,44.03,88.62,22.43,27.28,53.6,34.66,54.62,118.48,44.7,29.32,421.86
9.84,69.98,61.52,132.59,92.38,34.64,88.05,52.3,16.5,59.99,148.53,87.05,221.1,120.28,91.12,120.91,181.32,53.64,7.73,132.24,35.35,150.91,53.65,52.85,53.95,53.62,120.93,120.31,12.93,177.97,89.37,87.28,32.89,71.09,131.9,71.49,121.24,177.56,6.88,1036.67
4.62,48.32,58.03,53.35,89.51,25.27,33.49,35.92,9.46,59.82,148.43,33.1,86.78,119.38,90.61,119.47,180.52,34.08,3.93,52.67,24.24,149.51,36.27,35.36,35.81,35,119.11,118.85,7.69,70.04,90.24,34.69,23.55,50.03,52.67,47.01,119.2,70.73,2.41,467.63
26.86,87.78,47.1,52.78,68.52,42.58,34.67,64.75,42.3,46.64,112.25,34.67,89,92.23,66.05,87.96,136.07,66.19,18.09,51.77,44.01,112.96,66.49,65.2,66.93,64.7,92.15,89.76,33.3,70.63,67.43,35.17,44.68,86.85,53.12,87.31,91.23,71.39,17.35,540.96
18.94,100.21,23.64,5.9,38.19,48.34,3.67,73.92,25.66,23.9,62.52,2.27,7.84,48.56,38.31,50.51,74.25,73.29,12.77,5.18,47.79,63.89,74.78,74.05,71.96,72.85,48.97,49.2,24.3,5.96,37.59,3.51,48.12,96.7,4.94,100.95,49.01,6.07,11.85,190.49
31.51,45.16,12.35,66.74,18.2,22.5,44.6,33.75,52.94,13.2,31.33,46.82,114.97,25.7,19.1,25.77,38.5,34.34,21.08,68.99,21.22,30.93,34.29,33.69,34.38,33.99,27.24,24.71,42.11,91.92,19.17,46.59,24.06,45.28,69.3,45.3,25.82,90.44,21.47,578.64
33.58,45.19,59.22,39.76,91.06,22.03,29.08,34.62,60.29,61.83,152.11,26.4,67.19,121.39,90.52,119.97,180.15,34.18,23.21,38.71,22.86,150.52,34.41,33.72,33.92,34.72,121.53,119.08,45.79,55.21,90.27,26.91,23.24,46.1,40.35,45.64,121,50.98,24.35,439.7
34.3,87.77,8.42,42.92,13.31,44.62,27.63,63.44,58.2,10.48,21.99,28.71,71.96,16.86,14.46,18.95,25.88,66.05,24.47,44.41,44.24,20.81,64.69,67.34,66.11,66.38,17.44,17.89,44.14,59.23,13.54,28.24,44.84,87,44.08,88.55,17.99,60.19,22.15,458.53
39.78,80.43,9.83,65.83,13.05,39.62,44.57,61.37,63.7,10.62,23.12,43.02,111.58,19.4,11.75,18,26.53,59.3,26.29,65.73,42.47,22.77,59.25,60.65,59.85,59.53,18.45,16.73,52.66,88.82,14.12,44.73,39.56,79.36,65.73,79.7,18.8,86.26,27.24,604.61
28.89,34.15,25.22,57.99,35.23,17.79,38.79,25.08,48.24,23.95,61.36,38.54,93.04,49.78,34.9,48.72,73.81,23.44,18.38,56.56,15.74,62.28,25.26,25.67,25.22,24.63,49.32,48.18,39.91,74.74,35.34,38.6,14.87,33.38,55.97,33.63,49.14,76.41,19.6,490.2
41.06,6.44,19.34,70.27,31.25,1.87,47.09,5.6,70.06,20.93,51.84,47.37,118.26,40.66,31.8,41.91,61.83,3.61,28.57,70.56,1.91,51.09,4.85,4.67,5.12,5.01,40.12,41.84,57.24,93.52,30.65,47.9,4.69,5.19,71.12,6.23,42.98,95.62,26.64,578.35
26.8,77.11,57.32,11.6,85.25,37.39,7.07,58.19,44.03,56.12,142.59,8.08,22.37,113.62,85.69,112.91,170.07,54.28,17.76,11.46,38.52,141.68,56.64,57.44,56.74,58.93,112.53,114.31,37.2,16.19,85.49,8.33,39.09,75.72,12.65,76.46,113.28,17.65,18.36,271.51
36.97,1.56,30.62,31.83,45.37,0.37,21.09,1.14,64.6,29.64,74.21,19.79,51.84,59.28,45.85,60.99,89.8,0.66,26.39,29.82,1.17,74.21,0.82,-0.86,-0.47,1.46,58.86,59.6,51,41.71,46.03,18.32,1.84,1.64,31.91,2.47,60.28,41.01,25.89,310.7
21.98,102.18,34.91,66.29,51.85,49.08,41.76,74.02,39.77,33.7,83.83,43.48,111.39,66.64,50.48,66.75,103.05,76.93,14.15,67.65,49.07,86.46,74.37,73.9,74.11,75.58,67.82,68.53,30.99,87.38,50.3,43.25,48.9,98.82,66.98,98.53,69.56,87.61,13.47,618.1
33.99,40.38,35.69,139.27,51.65,19.02,92.64,29.97,58.24,35.03,87.7,92.93,231.38,71.08,54.56,70.98,105.54,28.31,22.79,136.59,19.81,86.3,29.29,30.16,28.65,28.29,70.42,70.65,47.86,186.99,50.92,92.61,20.06,39.55,139.14,38.88,68.92,185.85,23.21,1070.74
5.99,7.98,26.67,8.99,40.32,1.86,5.26,5.19,10.71,27.05,66.01,6.57,17.64,52.72,40.12,54.79,80,4.99,3.12,9.39,1.84,65.81,4.78,5.12,5.03,4.97,53.52,53.12,7.96,12.11,39.65,6.7,2.12,7.2,9.11,8.28,54.64,12.16,4.1,110.89
13.79,41.21,52.23,20.38,75.51,22.16,14.93,32.19,21.2,51.15,129.95,11.71,32.3,103.45,75.72,103.1,155.88,30.86,8.6,19.81,21.48,130.41,30.38,31.36,31.08,31.89,100.88,103.18,17.57,27.72,79.66,13.98,22.92,41.17,20.64,40.73,104.02,26.98,9.02,255.79
13.92,25.32,7.35,89.65,11.84,11.58,57.93,19.36,24.22,8.01,22.1,60.22,149.09,15.72,12.63,14.62,26.92,17.63,8.81,89.4,10.94,21.31,19.35,18.26,20.42,20.52,19.17,17.18,18.03,120.66,13.14,60.74,13.22,22.4,88.69,25.19,16.47,118.37,7.38,661.85
22.81,52.05,5.13,86.91,8.61,27.4,58.1,38.57,35.91,6.98,15.54,59.24,146.86,12.4,8.8,13.7,18.05,39.6,13.93,87.82,26.04,15.7,39.67,40.35,42.01,38.89,11.35,12.38,28.64,117.63,9.43,57.83,27.08,50.87,86.74,52.48,12.43,117.95,14.57,682.2
18.96,29.93,10.39,88.02,15.97,15.08,59.74,19.78,30.62,11.54,28.63,59.42,148.78,21.08,16.75,21.75,33.01,22.7,11.95,89.45,15.07,29.32,21.44,21.93,21.3,20.37,20.4,24.25,24.29,118.23,15.7,60.34,16.15,29.25,86.93,28.97,22.49,115.73,14.15,668.91
41.54,24.75,19.75,136.86,27.39,10.52,91.83,19.29,67.29,17.68,45.83,91.76,228.96,36.15,26.81,35.22,54.11,17.04,27.66,135.81,11.18,45.62,19.15,19.72,17.09,19.18,35.52,34.74,56.12,182.24,24.89,91.98,12.34,24.18,137.85,24.37,34.25,182.56,28.13,1036.71
42.4,60.87,29.67,104.87,43.76,29.5,69.6,45.08,70.13,30.28,73.7,70.04,175.84,59.66,44.09,59.63,88.41,45.75,28.14,104.14,31.75,73.5,47,47.33,45.83,45.42,58.86,59.69,56.83,138.8,44.78,71.02,30.78,61.76,105.02,61.2,59.88,141.36,30.71,878.67
-1.31,34.17,37.31,-0.21,57.24,15.58,0.86,24.81,0.06,38.44,96.04,-0.86,0.84,77.47,58.38,78.37,115.68,24.46,0.81,1.92,17.72,97.12,24.48,24.31,23.75,25.67,78.3,79.56,0.59,1.54,59.6,0.85,16.6,35.72,-0.22,32.96,77.75,0.36,-1.03,77.82
39.51,66.23,47.65,37.63,69.09,33.82,23.48,49.41,63.3,45.3,113.51,25.14,61.74,89.85,68.95,89.88,136.23,48.74,24.61,36.74,32.68,113.55,50.89,48.62,48.16,48.53,91.96,92.31,50.14,49.57,68.51,23.03,33.55,65.49,36.3,64.82,88.88,47.67,25.54,432.01
36.39,95.88,55.61,26.63,84.18,48.74,18.24,72.05,58.72,54.36,141.68,18.19,42.98,111.82,84.72,113.37,169.6,71.7,22.52,25.09,48.17,140.3,73.05,71.57,70.91,71.05,113.13,111.89,48.71,34.21,83.19,16.7,48.05,94.59,26.5,96.38,113.11,34.83,24.46,393.9
8.45,10.27,52.79,72.15,79.78,5.74,47.79,9.44,15.62,51.72,134.96,46.69,119.14,108.42,80.74,107.99,160.4,6.97,6.16,71.15,7.11,136.49,9.98,9.16,9.16,6.59,106.85,109,13.31,96.19,81.61,47.43,5.59,13.65,71.81,11.31,107.27,97.12,7.67,563.81
0.83,92.16,36.44,11.14,52.86,44.78,7.08,69.35,2.26,36.03,89.63,6.93,17.53,72.67,53.13,71.62,106.99,69.74,-0.53,11.17,45.99,90.56,67.04,68.63,68.22,67.62,72.92,72.37,1.03,15.81,55.36,7.19,45.21,91.73,10.24,93.5,72.6,13.53,0.6,202.74
40.18,99.23,46.63,73.15,67.75,49.6,47.38,73.18,69.03,45.09,113.51,47.87,121.28,90.11,66.64,90.81,135.34,73.82,27.21,72.9,50.5,112.66,74.88,74.17,74.49,73.86,90.81,92.67,54.71,97.24,67.69,47.71,48.57,96.8,73.85,99.22,90.18,96.78,27.24,710.73
44,88.83,59.74,19.88,89.75,44.14,14.41,65.6,72.53,60.7,153.4,13.81,33.61,121.52,91.09,121.77,181.89,65.29,29.42,19.63,43.95,153.63,66.48,67.28,66.92,66.15,120.06,120.51,59.85,27.81,91.43,14.54,43.47,86.24,19.97,87.25,122.3,29.17,30.18,371.2
44.42,14.46,46.06,83.5,69.44,7.07,55.59,7.83,72.37,47.11,116.49,55.87,141.36,93.89,69.03,93.8,138.5,7.83,28.58,83.19,8.99,115.09,10.56,9.3,9.37,9.06,93.04,94.19,58.01,110.62,70.65,56.12,5.96,11.91,81.69,14.03,93.51,112.12,27.86,705.49
26.76,100.08,36.25,20.86,54.05,49.75,15.28,75.03,48.27,37.34,91.99,15.12,37.27,73.66,55.4,74.38,110.96,72.67,19.4,21.35,50.34,91.77,74.34,73.15,72.68,73.64,73.95,72.9,38.4,28.56,55.19,14.31,50.31,98.32,21.82,98.72,72.25,27.23,17.18,336.85
13.51,73.51,12.22,122.13,19.55,36.3,83.18,55.58,22.12,10.83,27.98,82.66,203.62,22.52,15.86,21.69,32.34,53.95,6.82,123.43,38.05,28.03,55.95,55.75,55.53,54.36,22.99,21.83,18.38,162.54,15.51,80.79,37.69,74.4,122.86,73.48,21.57,162.13,8.61,921.95
21.55,40.49,21.25,107.81,30.08,20.94,71.4,27.5,36.04,20.15,49.72,70.73,179,37.8,30.8,40.17,61.17,31.04,15.19,106.46,21.21,50.05,32.04,30.88,28.97,30.66,39.85,39.23,28.12,141.86,29.96,71.57,18.42,40.83,108.59,40.84,39.39,141.06,15.23,819.43
18.05,65.67,53.7,29.77,82.95,31.89,20.84,49.91,25.89,53.61,133.67,18.13,50.87,108.96,81.84,107.46,162.45,48.8,10.6,29.82,32.38,136.03,49.08,50.12,47.99,49.64,109.29,106.97,21.31,40.3,83.06,20.81,31.83,64.77,29.52,66.88,108.66,42.22,9.47,356.03
35.95,69.66,29.81,36.9,47.41,33.52,24.5,52.59,58.16,30.78,77.91,25.55,63.22,61.57,46.68,63.34,93.51,52.92,24.11,38.75,35.27,79.77,52.92,53.27,51.57,55.16,61.57,62.88,44.45,50.4,45.89,24.06,36.91,71.05,36.8,71.21,62.34,50.03,25.06,423.4
30.7,47.43,14.44,89.41,22.13,25.03,57.97,35.46,49.15,13.05,36.38,58.33,147.24,30.67,21.75,30.09,46.14,35.68,17.11,86.78,24.23,38.07,33.81,35.09,36.75,34.45,31.06,29.51,39.67,117.98,22.45,57.08,23.37,46.13,89.33,47.63,30.71,115.19,19.58,710
40.1,94.56,25.37,13.97,36.58,49.3,8.58,71.63,69.32,24.83,60.82,8.93,21.89,47.45,38.33,49.54,72.35,73.99,27.38,13.27,48.13,61.96,73.58,73.22,72.41,72.47,48.1,49.59,55.83,17.2,34.29,8.65,47.72,97.36,14.42,95.08,47.4,16.61,27.22,293.98
13.3,24.98,64.7,92.99,96.25,11.02,61.14,18.15,22.22,64.65,159.74,60.95,152.81,128.32,94.73,126.94,191.69,18.23,6.76,92.95,12.87,159.35,18.16,18.76,17.8,17.78,125.41,126.12,17.3,124.25,96.4,61.94,11.12,24.05,91.67,24.02,126.98,124.9,9.97,733.99
38.26,26.04,23.97,108.14,36.95,11.26,71.48,19.28,65.59,24.05,60.55,71.42,177.29,49.88,36.06,49.04,73.47,18.36,27.56,107.33,12.79,60.74,17.59,17.86,18.96,17.13,49.08,48.7,50.95,141.9,37.7,71.06,12.25,23.59,106.03,23.28,48.35,141.77,26.18,837.87
5.14,12.63,50.34,26.71,73.5,5.83,17.64,6.45,7.52,50.52,124.04,20.29,45.35,101,74.92,98.5,147.09,9.44,3.21,28.24,7.12,123.32,10.35,8.38,9.26,8.77,98.33,99.9,4.89,37.46,74.42,18.72,5.48,10.49,26.87,12.4,98.55,36.49,3.58,254.3
45.25,58.47,5.27,89.28,7.99,28.95,60.34,44.01,71.81,4.25,15.18,59.39,149.22,12.64,8.05,12.43,16.54,45.02,29.33,90.69,30.2,15.13,43.11,42.67,42.19,44.3,11.06,10.8,57.53,120.45,10.2,58.87,28.92,57.53,88.52,57.96,10.58,119.69,27.49,753.94
4.14,44.19,31.96,49.13,46.83,23.55,34.13,34.45,6.93,32.04,76.55,33.42,82.34,60.86,45.55,60.9,90.52,31.66,3.95,51.64,21.59,75.5,33.54,33.18,35.1,33.16,60.93,61.25,7.06,67.78,44.21,33.36,22.86,46.67,48.97,45.93,61.62,66.85,2.68,422.08
35.2,4.47,20.15,118.86,30.47,0.48,78.11,1.98,61.41,18.92,49.4,79.2,198.39,40.34,30.13,40.56,59.97,1.14,25.92,118.2,0.19,51.11,2.01,1.84,2.07,1.37,40.81,41.06,48.16,158.42,28.89,79.01,3,2.97,117.36,4.04,41.6,157.61,23.49,887
20.93,97.37,69.62,118.52,106.55,48.04,78.83,72.88,34.26,71.33,173.81,78.02,196.19,138.11,104.27,138.74,208.87,72.46,13.97,118.24,47.95,174.19,73.3,72.72,71.64,72.01,140.54,139.68,28.33,156.36,103.08,79.04,49.88,97.03,118.32,94.78,139.8,157.65,12.51,995.93
2.9,34.23,39.09,142.46,55.45,17.49,93.97,25.09,5.76,36.24,94.62,95.44,239.15,73.69,53.99,73.24,111.07,26.12,0.89,144.07,15.01,94.61,23.73,25.64,24.48,26.57,74.03,76.75,4.95,190.66,56.7,93.97,15.53,35.48,141.61,33.66,74.51,190.84,2.55,1030.99
18.41,48.27,57.35,68.68,85.55,23.92,45.12,35.9,31.32,55.85,142.55,45.54,114.5,114.07,84.81,115.47,172.16,35.23,11.07,67.05,25.14,141.37,36.29,35.9,35.56,34.75,114.95,115.44,23.33,90.79,87,46.8,24.12,47.76,68.06,48.2,115.35,92.46,12.43,597.16
42.35,24.55,35.95,61.11,53.95,14.61,41.28,17.72,69.5,35.71,86.47,41.71,105.57,68.1,53.57,69.97,103.59,17.56,29.27,63.04,12.97,85.74,19.44,19.76,19.57,17.23,70.89,68.66,56.08,83.1,53.19,41.95,12.76,22.81,62.91,26.14,67.44,83.08,27.16,561.58
12.81,75.06,65.27,46.55,98.82,39.15,31.1,58,25.61,63.3,163.17,29.65,76.04,131.08,97.76,130.64,195.66,58.16,9.11,45.77,38.88,163.05,57.27,57.6,58.72,57.25,128.15,131.8,18.86,61.67,97.69,30.81,39.67,76.75,45.08,77.95,130.66,61.67,9.82,475.55
37.41,18.01,35.17,72.72,53.26,9.72,48.92,14.26,62.02,35.31,90.84,51.39,124.61,70.61,51.65,71.69,106.48,10.97,23.75,76.97,7.75,90.37,13.59,12.26,13.96,12.94,71.32,72.38,49.14,99.01,52.43,50.85,8.77,17.89,75.09,15.18,72.17,99.53,25.27,629.01
33.7,60.18,13.66,104.16,19.56,30.21,69.62,44.59,54.84,13.43,32.16,69.46,171.48,25.95,20.31,25.59,40.33,46.58,21.55,102.23,29.71,32.43,46.08,47.38,45.58,44.15,26.51,25.44,45.47,136.23,20.21,68.35,30.01,58.81,102.17,59.99,25.6,135.41,22.33,824.05
12.84,2.67,18.71,55.29,30.15,1.17,38.64,3.3,24.24,21.11,52.18,36.51,91.53,40.87,32.51,41.42,60.28,0.31,9.45,55.78,0.96,49.93,0.77,2.73,2.59,1.37,41.92,41.03,16.58,73.7,30.07,37.05,0.53,0.82,54.7,1.27,40.71,75.22,10.13,417.54
14.85,55.86,68.44,114.93,99.93,28.05,75.58,40,26.94,67.72,170.05,76.71,190.46,134.69,102.86,138.14,204.26,42.04,11.41,114.38,27.18,169.96,42.54,43.01,41.82,42.21,134.54,135.02,21.16,151.82,100.94,73.78,26.61,54.92,114.91,54.9,136.97,151.92,10.94,914.7
8.31,87.13,40.48,143.46,57.64,43.6,94.5,65.54,13.65,37.66,97.74,94.76,238.82,77.7,56.99,78.5,117.17,66.35,8.3,143.72,43.98,96.42,66.18,65.39,67.21,65.19,78.2,75.28,9.69,192.62,58.43,94.77,45.01,86.05,141.85,86.44,77.89,191.25,4.95,1093.89
-0.82,50.95,14.78,123.35,20.2,25.85,80.37,37.99,-1.18,12.66,35.16,82.08,204.56,28.81,19.48,26.28,39.61,38.71,0.03,122.79,25.1,34.05,36.86,39.37,37.23,38.14,25.69,27.4,0.59,162.87,20.65,82.02,23.99,48.02,122.19,50.12,27.55,165.75,0.49,886.74
33.89,31.76,57.35,105.84,86.67,15.11,70.4,23.87,56.4,56.62,146.75,71.51,176.92,115.2,87.73,115.57,173.22,24.09,21.29,107.36,17.29,145.18,26.13,25.32,25.57,24.99,115.63,115.96,44.42,140.12,88.21,70.12,15.77,33.4,106.55,32.85,115.39,140.41,23.17,860.33
28.84,70.96,58.14,26.98,88.73,35.86,19.32,53.99,45.66,58.08,145.85,17.49,45.47,118.22,89.28,119.18,178.07,53.66,17.75,29.93,35.75,146.76,52.45,53.87,52.86,54.79,115.59,118.36,37.1,35.88,87.49,17.37,33.86,69.69,28.21,71.27,116.27,37.32,18.33,376.02
15.85,88.98,7.11,97.4,8.69,46.47,64.07,65.25,26.67,5.77,16.89,63.92,162.3,13.96,10.61,14.33,21.03,67.61,9.83,98.52,43.2,18.41,65.87,65.78,65.58,66.87,14.55,12.14,21.3,129.47,8.67,65.27,43.84,88.71,98.52,87.63,13.78,128.54,10.08,775.27
35.34,38.28,5.42,5.19,10.08,20.1,4.42,28.2,58.86,5.82,14.16,5.7,10.52,11.44,9.64,11.61,16.34,28.66,22.52,6.66,20.14,14.3,28,30,28.05,30.1,12.48,9.92,43.1,8.85,8.39,4.21,21.34,41.05,6.72,39.97,11.03,11.39,25.12,158.44
5.78,37.39,63.94,88.77,91.75,18.55,58.25,26.4,8.61,61.94,153.76,57.03,148,122.04,91.53,121.84,183.4,27.82,4.94,88.09,18.38,153.8,27.54,28.02,26.36,28.66,121.32,125.15,8.22,117.44,92.12,58.06,17.42,37.23,87.21,38.05,123.75,117.2,4.65,697.44
30.65,63.88,54.19,124.91,81.63,31.66,82.51,49.33,50.83,54.71,134.93,82.11,204.81,108.11,82.63,106.69,159.83,49.47,20.77,123.48,34.29,133.67,47.24,48.79,46.64,47.79,107.18,107.51,42.54,164.48,81.13,82.84,32.41,66.3,123.25,64.26,108.33,163.84,21.16,1002.35
19.42,55.46,14.89,81.25,23.77,27.09,52.19,40.96,35.25,15.68,38.47,53.11,132.63,31.76,25.5,31.9,47.98,38.59,13.22,79.46,27.28,39.69,41.72,42.36,43.63,41.74,31.13,32.13,28.63,107.24,24.74,52.17,29.28,55.49,79.18,56.47,29,103.94,14.19,644.46
33.44,79.17,64.12,124.92,99.71,39.34,83.43,56.99,55.78,64.37,161.89,82.67,208.88,129.12,97.76,132.6,195.84,57.69,21.93,126.01,41.36,162.77,57.87,60.31,58.6,58.56,129.84,130.15,44.3,166.34,96.03,83.59,38.81,79.54,125.98,78.76,128.76,165.88,22.38,1048.55
2.48,59.12,1.27,148.02,2.34,30.91,96.73,44.43,3.8,1.4,3.62,97.55,248.51,3.32,2.53,4.66,5.36,45.94,-0.4,148.61,29.52,3.69,43.69,48.5,45.01,43.78,3.39,4.24,3.37,196.8,2.42,97.3,30.78,58.77,145.84,60.41,3.12,196.28,1.35,1048.95
26.36,38.91,9.4,115.27,14.25,17.46,78.96,29.03,44.76,8.47,24.62,76.78,191.93,18.34,15.66,16.51,28.58,27.67,18.7,114.68,19.02,23.1,27.65,28.77,27.4,27.34,15.51,17.41,34.43,154.06,12.92,76.17,19.23,38.16,115.2,39.08,17.79,153.68,18.79,869.58
16.02,73.01,22.91,59.45,35.13,36.01,41.77,54.84,27.09,22.37,57.58,38.09,102.59,46.72,34.77,45.11,67.79,54.95,10.5,60.04,37.17,57.19,53.7,54.78,55.94,53.58,44.81,43.36,20.41,77.7,35.11,38.79,37.45,74.14,59.43,74.07,46.51,81.71,10.65,528.59
12.89,3.38,16.35,7.27,26.9,0.45,3.47,1.93,20.33,18.24,42.61,4.25,13.23,37.01,25.26,34.61,52.31,0.69,8,6.38,0.95,42.37,2.84,2.05,2.94,2.21,35.77,35.4,17.71,9.97,25.55,5.07,2.16,3.84,7.6,2.65,34.4,10.85,7.3,94.76
13.43,73.17,53.08,125.62,78.89,37.48,84.67,57.5,19.39,52.43,129.87,86.47,212.52,103.78,79.78,103.86,157.42,55.03,8.78,127.93,35.48,130.73,55.25,55.13,56.44,54.16,103.76,104.12,16.84,168.05,80.41,86.52,38.57,74.2,127.8,74.41,104.06,168.82,8.57,1002.25
29.34,73.81,31.55,149.27,46.16,35.41,97.74,53.77,49.68,30.95,77.29,98.29,245.89,62.69,47.53,63.11,96.08,55.25,21.47,147.95,36.14,78.95,55.8,53.11,55.83,55.04,60.43,63.65,40.89,196.13,46.33,97.14,38.85,72.59,147.26,74.13,62.83,196.97,20.2,1145.39
11.53,27.77,32.81,146.27,50.28,14.04,99.67,21.55,19.25,34.65,83.68,99.2,245.89,68.35,50.29,65.47,102.54,21.24,7.27,147.92,14.76,82.77,21.86,19.81,22.54,19.96,67.76,66.1,13.97,194.93,51.64,97.43,13.32,28.36,146.84,26.85,66.69,194.02,6.96,1062.29
45.49,17.37,29.62,72.59,42.63,7.88,50.16,10.81,72.64,27.25,71.14,48.3,122.94,57.67,42.97,56.74,86.96,14,28.8,74.01,8.69,71.48,14.47,12.44,12.54,12.66,56.62,58.12,57.9,98.02,45.29,47.77,7.92,15.5,75.3,15.21,57.77,99.18,28.25,624.63
28.43,55.9,29.41,7.94,44.91,27.53,5.66,43.24,45.44,28.16,75.27,4.45,11.91,59.16,44.9,59.76,88.26,42.45,17.65,6.66,26.89,73.37,42.12,41.69,42.07,41.72,59.51,59.97,36.89,10.05,43.4,3.94,28.01,55.61,7.15,57.24,60.27,10.29,19.66,190.97
8.87,64.65,47.68,110.6,71.37,32.1,72.87,50.27,14.74,47.99,120.07,73.29,183.33,95.57,73.32,94.83,142.65,47.99,4.82,108.32,31.22,118.25,47.49,46.69,47.95,47.24,96.21,95.82,10.72,146.87,70.84,72.8,31.95,63.47,108.92,63.57,95.88,144.84,6.29,856.49
29.66,40.95,38.06,109.22,58.91,22.08,73.14,30.22,49.83,37.73,98.35,72.81,184.22,76.91,58.76,79.08,118.1,29.5,20.52,109.22,21.37,97.7,30.7,31.91,27.6,28.84,79.85,78.42,39.54,144.99,58.34,72.62,19.03,39.95,110.17,39.48,77.77,144.85,19.4,869.2
6.43,14.48,66.02,102.14,98.16,8.98,68.55,11.9,10.78,66.82,165.63,67.53,170.16,132.41,99.28,132.52,199.13,10.63,5.55,102.61,5.53,167.48,9.28,11.51,11.8,10.95,132.09,132.28,7.93,136.44,100.62,67.29,7.01,14.45,101.22,15.76,133.4,136.25,3.26,777.42
8.63,59.58,58.36,142.53,89.6,31.14,93.55,44.63,14.8,57.2,145.63,94.74,237.96,117.31,89.87,117.4,176.13,46.12,3.38,143.31,29.93,145.71,47.91,44.05,43.77,45.51,117.7,116.45,12.27,190.02,87.6,94.8,30.18,58.03,140.84,59.93,115.9,189.91,5.12,1084.61
-0.19,6.83,14.06,44.16,19.82,2.12,30.79,5.13,-0.17,14.87,34.01,29.84,75.44,29.95,22.82,29.58,41.36,6.68,-1.26,45.12,3.04,35.92,5.53,5.41,4.29,2.85,27.84,28.4,-0.01,63.15,20.76,28.94,3.98,5.92,44.79,7.85,28.33,62.23,0.63,324.59
34.73,40.72,6.95,136.98,12.9,19.11,89.65,31.47,57.33,9.23,20.44,90.51,227.15,15.56,12.59,15.61,23.07,32.17,23.42,135.91,19.22,21.4,29.14,30.44,29.84,29.06,15.27,16.7,45.89,179.95,13.06,90.36,19.21,41.68,135.91,42.9,18.04,181.11,22.38,1026.05
43.26,28.74,15.51,94.38,22.61,14.2,64.41,19.93,71.01,14.56,40.26,62.06,156.47,32.22,22.61,30.17,46.87,20.64,28.73,93.52,12.19,41.51,19.92,20.76,21.56,20.53,30.82,30.66,55.91,127.22,25.32,63.48,12.56,27.66,94.72,24.89,32.21,124.38,28.23,755.21
24.84,50.19,45.61,38.55,70.1,24.74,26.81,38.09,41.82,45.44,112.76,26.57,65.82,89.88,66.47,89.64,135.42,38.44,17.37,43.02,27.09,111.97,37.7,38.58,38.32,40.73,90.67,90.83,34.46,52.74,66.54,27.78,26.81,51.25,40.93,52.97,89.55,51.54,17.87,418.02
40.37,26.98,28.98,121.43,40.72,11.39,84.06,18.51,68.1,29.93,69.9,83.1,207.57,55.44,41.16,54.34,82.08,19.18,27.27,122.67,13.04,68.32,18.22,20.33,19.15,19.14,53.92,54.73,53.91,165.27,41.58,82.55,14.42,25.1,124.07,25.06,54.48,165.77,26.11,957.63
26.68,80.45,36.01,30.12,54.55,39.9,20.85,61.19,43.35,36.16,88.93,20.01,48.84,71.07,52.67,70.27,107.66,61.47,18.43,27.56,41.04,90.29,60.61,61.72,59.76,61.43,71.52,71.51,34.98,36.69,53.28,20.7,42.08,82.05,29.41,80.73,71.36,38.89,17.69,364.18
